event_id,learner_id,session_id,instrument,score,max_score,assessment_date
E00004,VU0001,S011,Quiz: Pulmonary Embolism,,50,2025-01-22
E00534,VU0047,S017,Quiz: Sepsis Bundles,17,20,2025-03-15
E00886,VU0077,S015,Quiz: Nutrition,46,50,2024-09-11
E01155,VU0101,S011,Quiz: Pulmonary Embolism,45,,2025-04-25
E01106,VU0097,S005,Quiz: Heart Failure,16,20,2024-10-22
E00117,VU0010,S021,Quiz: Renal Replacement (RRT),15,,10/17/2024
E00753,VU0064,S003,OSCE: Communication Station,87.8,100,2025-02-17
E01719,VU0148,S018,Facilitator Eval: Journal Club,6,9,2025-04-02
E01400,VU0122,S015,Quiz: Nutrition,14,25,12/13/2024
E01550,VU0134,S020,OSCE: Pre-Clerkship Capstone,78.1,100,2025-03-27
E00155,VU0014,S004,Quiz: Endocrine/DKA,34,50,2025-02-11
E01667,VU0144,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-02-27
E01191,VU0104,S003,OSCE: Communication Station,74.3,100,01/12/2025
E00751,VU0064,S006,Facilitator Eval: QI Project,8,9,2025-02-06
E01733,VU0149,S001,Quiz: Renal Acid-Base,23,25,2025-04-18
E00681,VU0059,S020,OSCE: Pre-Clerkship Capstone,78.2,100,01/18/2025
E01648,VU0143,S004,Quiz: Endocrine/DKA,41,50,2024-10-31
E00149,VU0013,S011,Quiz: Pulmonary Embolism,19,20,2025-01-11
E00632,VU0055,S016,OSCE: Shared Decision-Making,69.5,100,2025-02-13
E01585,VU0137,S004,Quiz: Endocrine/DKA,15,20,2024-12-22
E01224,VU0107,S014,Professionalism Attestation,P,,2025-02-07
E01157,VU0101,S020,OSCE: Pre-Clerkship Capstone,78.3,100,02/06/2025
E00080,VU0007,S004,Quiz: Endocrine/DKA,15,20,2024-09-21
E01536,VU0133,S021,Quiz: Renal Replacement (RRT),17,20,2024-09-07
E01688,VU0146,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-12-10
E01625,VU0140,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-12-06
E01685,VU0146,S005,Quiz: Heart Failure,18,25,01/03/2025
E01064,VU0093,S003,OSCE: Communication Station,88.8,100,2024-09-15
E01502,VU0130,S002,Quiz: Cardiology ECG,18,20,01/28/2025
E00710,VU0061,S010,Facilitator Eval: IP Rounds,9,9,2025-02-05
E01304,VU0114,S010,Facilitator Eval: IP Rounds,4,9,10/05/2024
E00448,VU0039,S001,Quiz: Renal Acid-Base,42,50,2024-11-03
E01209,VU0106,S013,Quiz: Acute Kidney Injury,15,25,2025-01-05
E00985,VU0085,S014,Professionalism Attestation,P,,02/27/25
E00706,VU0061,S014,Professionalism Attestation,P,,2025-02-23
E01278,VU0111,S005,Quiz: Heart Failure,24,25,02/11/25
E00487,VU0042,S016,OSCE: Shared Decision-Making,89.1,100,11/15/2024
E00494,VU0043,S011,Quiz: Pulmonary Embolism,46,50,2025-03-13
E00792,VU0068,S017,Quiz: Sepsis Bundles,20,,2024-12-23
E00860,VU0074,S020,OSCE: Pre-Clerkship Capstone,92.6,100,2024-11-25
E00204,VU0018,S001,Quiz: Renal Acid-Base,15,20,2025-02-13
E00169,VU0015,S011,Quiz: Pulmonary Embolism,20,25,2024-09-28
E01201,VU0105,S001,Quiz: Renal Acid-Base,28,50,2024-11-29
E00772,VU0066,S016,OSCE: Shared Decision-Making,79.1,100,2024-10-02
E00840,VU0073,S010,Facilitator Eval: IP Rounds,6,9,2024-09-25
E00439,VU0038,S007,Facilitator Eval: Clinical Reasoning,8,9,2025-03-30
E00095,VU0008,S005,Quiz: Heart Failure,39,50,10/12/2024
E00811,VU0070,S005,Quiz: Heart Failure,47,50,2025-03-17
E01479,VU0128,S016,OSCE: Shared Decision-Making,71.5,100,2024-11-10
E01026,VU0089,S006,Facilitator Eval: QI Project,6,9,2025-03-08
E00862,VU0074,S017,Quiz: Sepsis Bundles,16,20,10/01/2024
E01686,VU0146,S017,Quiz: Sepsis Bundles,19,20,02/16/25
E00538,VU0047,S015,Quiz: Nutrition,42,50,2024-09-10
E00430,VU0037,S016,OSCE: Shared Decision-Making,85.3,100,03/19/2025
E01235,VU0108,S002,Quiz: Cardiology ECG,48,50,2025-01-28
E01501,VU0129,S001,Quiz: Renal Acid-Base,16,25,2025-02-11
E00306,VU0027,S014,Professionalism Attestation,P,,03/28/2025
E01508,VU0130,S005,Quiz: Heart Failure,23,25,2024-12-29
E01269,VU0111,S013,Quiz: Acute Kidney Injury,19,20,2024-10-07
E00281,VU0024,S006,Facilitator Eval: QI Project,7,9,2024-12-07
E00071,VU0006,S006,Facilitator Eval: QI Project,7,9,2025-04-07
E00146,VU0013,S013,Quiz: Acute Kidney Injury,22,25,2025-02-12
E00891,VU0077,S013,Quiz: Acute Kidney Injury,35,50,11/27/2024
E00181,VU0016,S020,OSCE: Pre-Clerkship Capstone,58.8,100,2025-02-09
E00651,VU0056,S002,Quiz: Cardiology ECG,20,20,2024-09-02
E01602,VU0139,S002,Quiz: Cardiology ECG,40,50,2024-12-24
E00277,VU0024,S003,OSCE: Communication Station,72.2,100,2025-01-13
E01396,VU0121,S005,Quiz: Heart Failure,17,20,02/17/25
E01592,VU0137,S018,Facilitator Eval: Journal Club,5,9,2024-10-20
E01725,VU0149,S005,Quiz: Heart Failure,25,25,2025-02-02
E00024,VU0003,S021,Quiz: Renal Replacement (RRT),42,50,2025-04-19
E00217,VU0019,S010,Facilitator Eval: IP Rounds,7,9,2024-09-03
E00056,VU0005,S008,Quiz: Antimicrobial Stewardship,19,25,2025-01-26
E01681,VU0145,S017,Quiz: Sepsis Bundles,15,20,2025-01-06
E00918,VU0080,S010,Facilitator Eval: IP Rounds,7,9,2024-12-10
E00441,VU0038,S004,Quiz: Endocrine/DKA,33,50,2024-09-17
E01634,VU0141,S004,Quiz: Endocrine/DKA,37,50,2024-09-08
E00371,VU0032,S003,OSCE: Communication Station,93.3,100,2025-04-14
E00064,VU0006,S001,Quiz: Renal Acid-Base,20,25,2025-03-17
E01420,VU0123,S001,Quiz: Renal Acid-Base,23,25,2024-10-01
E00962,VU0083,S013,Quiz: Acute Kidney Injury,19,25,2024-12-05
E00616,VU0054,S011,Quiz: Pulmonary Embolism,40,50,2025-04-09
E01344,VU0117,S011,Quiz: Pulmonary Embolism,42,50,2024-11-15
E00582,VU0051,S008,Quiz: Antimicrobial Stewardship,16,25,2024-09-30
E01745,VU0150,S005,Quiz: Heart Failure,28,50,2025-01-06
E01730,VU0149,S016,OSCE: Shared Decision-Making,68.2,100,03/06/2025
E01199,VU0105,S005,Quiz: Heart Failure,17,20,2024-10-23
E00150,VU0013,S018,Facilitator Eval: Journal Club,6,9,2025-04-29
E01158,VU0101,S003,OSCE: Communication Station,83.3,100,2024-09-15
E01060,VU0092,S002,Quiz: Cardiology ECG,37,50,09/01/24
E00559,VU0049,S007,Facilitator Eval: Clinical Reasoning,9,9,2024-10-05
E00040,VU0004,S005,Quiz: Heart Failure,34,50,2025-04-26
E00935,VU0081,S002,Quiz: Cardiology ECG,35,50,2024-10-12
E01145,VU0100,S006,Facilitator Eval: QI Project,5,9,11/13/2024
E01352,VU0117,S008,Quiz: Antimicrobial Stewardship,16,20,04/24/2025
E01381,VU0120,S006,Facilitator Eval: QI Project,9,9,2025-04-13
E01021,VU0089,S011,Quiz: Pulmonary Embolism,22,25,01/25/2025
E00720,VU0062,S021,Quiz: Renal Replacement (RRT),16,25,11/06/2024
E01620,VU0140,S017,Quiz: Sepsis Bundles,14,20,2024-12-02
E00498,VU0044,S002,Quiz: Cardiology ECG,42,50,10/22/24
E00619,VU0054,S004,Quiz: Endocrine/DKA,37,50,2024-10-16
E01385,VU0121,S001,Quiz: Renal Acid-Base,15,20,01/06/2025
E00325,VU0028,S004,Quiz: Endocrine/DKA,40,50,2024-09-22
E01046,VU0091,S021,Quiz: Renal Replacement (RRT),9,20,2025-02-23
E00337,VU0029,S007,Facilitator Eval: Clinical Reasoning,7,9,02/19/2025
E00412,VU0035,S004,Quiz: Endocrine/DKA,11,20,2024-10-09
E01288,VU0112,S014,Professionalism Attestation,P,,2025-02-12
E00444,VU0039,S006,Facilitator Eval: QI Project,8,9,2025-04-15
E01286,VU0112,S006,Facilitator Eval: QI Project,5,9,2025-02-25
E01564,VU0135,S015,Quiz: Nutrition,47,50,2024-10-22
E01443,VU0125,S017,Quiz: Sepsis Bundles,44,50,2024-11-23
E01439,VU0125,S018,Facilitator Eval: Journal Club,5,9,2024-11-21
E00185,VU0017,S002,Quiz: Cardiology ECG,16,25,2024-12-15
E00088,VU0008,S004,Quiz: Endocrine/DKA,18,20,2024-12-06
E01067,VU0093,S016,OSCE: Shared Decision-Making,85.3,100,2025-03-16
E00477,VU0041,S016,OSCE: Shared Decision-Making,84.6,100,2025-01-26
E00838,VU0073,S016,OSCE: Shared Decision-Making,79.4,100,09/19/2024
E01256,VU0110,S016,OSCE: Shared Decision-Making,94.7,100,2025-02-10
E00658,VU0057,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-04-26
E00480,VU0042,S020,OSCE: Pre-Clerkship Capstone,68.3,100,04/18/25
E00478,VU0041,S021,Quiz: Renal Replacement (RRT),25,25,2025-02-23
E00358,VU0031,S021,Quiz: Renal Replacement (RRT),48,50,2025-04-08
E00997,VU0087,S006,Facilitator Eval: QI Project,8,9,2025-04-16
E01215,VU0106,S020,OSCE: Pre-Clerkship Capstone,87.0,100,2024-10-07
E01530,VU0132,S013,Quiz: Acute Kidney Injury,40,50,2025-01-05
E00398,VU0034,S016,OSCE: Shared Decision-Making,86.7,100,2024-09-21
E01490,VU0129,S020,OSCE: Pre-Clerkship Capstone,83.0,100,2024-10-03
E00075,VU0007,S014,Professionalism Attestation,P,,2025-01-13
E01614,VU0139,S017,Quiz: Sepsis Bundles,39,50,02/26/2025
E01637,VU0142,S006,Facilitator Eval: QI Project,4,9,2025-02-25
E00163,VU0014,S003,OSCE: Communication Station,81.3,100,2024-09-25
E01247,VU0109,S014,Professionalism Attestation,P,,2025-01-30
E01151,VU0100,S008,Quiz: Antimicrobial Stewardship,18,25,2024-11-28
E00108,VU0010,S020,OSCE: Pre-Clerkship Capstone,100,100,2024-10-18
E01074,VU0094,S015,Quiz: Nutrition,45,50,12/27/24
E00009,VU0001,S005,Quiz: Heart Failure,38,50,02/19/25
E01516,VU0131,S007,Facilitator Eval: Clinical Reasoning,8,9,10/27/2024
E00841,VU0073,S014,Professionalism Attestation,P,,2024-12-08
E01684,VU0146,S014,Professionalism Attestation,P,,04/25/2025
E00251,VU0022,S017,Quiz: Sepsis Bundles,18,25,2025-03-01
E01326,VU0115,S003,OSCE: Communication Station,100,100,2025-01-06
E00759,VU0065,S018,Facilitator Eval: Journal Club,7,9,2025-02-20
E00059,VU0005,S014,Professionalism Attestation,P,,2024-11-02
E00660,VU0057,S018,Facilitator Eval: Journal Club,7,9,2025-04-26
E01306,VU0114,S017,Quiz: Sepsis Bundles,18,20,2024-09-19
E01748,VU9001,S005,Quiz: Heart Failure,18,25,2025-01-20
E01232,VU0108,S014,Professionalism Attestation,P,,2024-12-06
E01606,VU0139,S006,Facilitator Eval: QI Project,5,9,2024-12-06
E01736,VU0150,S014,Professionalism Attestation,P,,12/04/2024
E00519,VU0045,S015,Quiz: Nutrition,17,20,10/20/2024
E01404,VU0122,S002,Quiz: Cardiology ECG,20,20,11/27/2024
E01621,VU0140,S018,Facilitator Eval: Journal Club,8,9,2024-12-18
E00086,VU0008,S010,Facilitator Eval: IP Rounds,5,9,03/09/2025
E01574,VU0136,S004,Quiz: Endocrine/DKA,33,50,2025-04-21
E00934,VU0081,S021,Quiz: Renal Replacement (RRT),18,25,2024-09-23
E00640,VU0056,S007,Facilitator Eval: Clinical Reasoning,6,9,2024-12-13
E01727,VU0149,S021,Quiz: Renal Replacement (RRT),17,20,11/25/2024
E01650,VU0143,S018,Facilitator Eval: Journal Club,8,9,2024-09-02
E00376,VU0032,S005,Quiz: Heart Failure,17,25,2024-09-25
E01475,VU0128,S004,Quiz: Endocrine/DKA,40,50,2025-02-25
E00133,VU0012,S021,Quiz: Renal Replacement (RRT),18,20,2024-09-30
E00697,VU0060,S013,Quiz: Acute Kidney Injury,17,20,2024-10-25
E00635,VU0055,S010,Facilitator Eval: IP Rounds,6,9,10/15/2024
E01217,VU0106,S002,Quiz: Cardiology ECG,20,20,04/25/2025
E00419,VU0036,S002,Quiz: Cardiology ECG,18,20,03/14/2025
E00411,VU0035,S002,Quiz: Cardiology ECG,22,25,2024-11-02
E01133,VU0099,S007,Facilitator Eval: Clinical Reasoning,7,9,01/15/2025
E01591,VU0137,S020,OSCE: Pre-Clerkship Capstone,83.5,100,2024-09-04
E00927,VU0081,S018,Facilitator Eval: Journal Club,9,9,2025-03-26
E00965,VU0084,S003,OSCE: Communication Station,88.1,100,2025-04-29
E01259,VU0110,S004,Quiz: Endocrine/DKA,16,25,11/02/2024
E00583,VU0051,S017,Quiz: Sepsis Bundles,21,25,2024-12-08
E00127,VU0011,S018,Facilitator Eval: Journal Club,4,9,2024-12-21
E00144,VU0013,S003,OSCE: Communication Station,74.2,100,2025-03-04
E01615,VU0139,S008,Quiz: Antimicrobial Stewardship,19,25,2025-01-12
E00453,VU0040,S011,Quiz: Pulmonary Embolism,23,25,2024-10-16
E00898,VU0078,S015,Quiz: Nutrition,15,20,11/21/2024
E00782,VU0067,S008,Quiz: Antimicrobial Stewardship,43,50,04/29/2025
E00263,VU0023,S008,Quiz: Antimicrobial Stewardship,46,,2024-11-20
E01595,VU0138,S016,OSCE: Shared Decision-Making,78.4,100,2024-09-04
E01425,VU0124,S016,OSCE: Shared Decision-Making,83.3,100,2024-12-16
E01705,VU0147,S010,Facilitator Eval: IP Rounds,8,9,02/25/2025
E00791,VU0068,S014,Professionalism Attestation,P,,2025-01-02
E00728,VU0062,S006,Facilitator Eval: QI Project,9,9,2025-03-30
E00184,VU0016,S006,Facilitator Eval: QI Project,8,9,2025-01-13
E01698,VU0147,S016,OSCE: Shared Decision-Making,64.6,100,2024-10-01
E01042,VU0090,S018,Facilitator Eval: Journal Club,6,9,2024-11-09
E01346,VU0117,S001,Quiz: Renal Acid-Base,20,25,2025-03-04
E01185,VU0104,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-10-10
E00591,VU0052,S016,OSCE: Shared Decision-Making,78.0,100,2025-01-02
E01272,VU0111,S001,Quiz: Renal Acid-Base,17,25,2024-11-21
E00070,VU0006,S017,Quiz: Sepsis Bundles,37,50,2025-04-01
E01004,VU0087,S001,Quiz: Renal Acid-Base,16,20,2025-01-09
E01198,VU0105,S006,Facilitator Eval: QI Project,9,9,09/25/2024
E01221,VU0107,S010,Facilitator Eval: IP Rounds,8,9,09/26/2024
E01086,VU0095,S010,Facilitator Eval: IP Rounds,8,9,10/16/24
E01088,VU0095,S001,Quiz: Renal Acid-Base,20,25,03/26/2025
E00097,VU0008,S016,OSCE: Shared Decision-Making,95.9,100,2024-12-05
E01573,VU0136,S006,Facilitator Eval: QI Project,9,9,02/26/2025
E01351,VU0117,S021,Quiz: Renal Replacement (RRT),21,25,2025-02-19
E00917,VU0080,S004,Quiz: Endocrine/DKA,46,50,2025-03-19
E01090,VU0095,S008,Quiz: Antimicrobial Stewardship,47,50,11/01/24
E00817,VU0071,S005,Quiz: Heart Failure,38,50,2025-02-24
E01322,VU0115,S006,Facilitator Eval: QI Project,6,9,10/23/2024
E01545,VU0133,S017,Quiz: Sepsis Bundles,40,50,12/13/24
E01260,VU0110,S011,Quiz: Pulmonary Embolism,17,20,02/13/25
E00892,VU0077,S011,Quiz: Pulmonary Embolism,34,50,2025-03-06
E01174,VU0103,S021,Quiz: Renal Replacement (RRT),18,25,2024-09-18
E00147,VU0013,S008,Quiz: Antimicrobial Stewardship,38,50,2024-11-28
E00016,VU0002,S003,OSCE: Communication Station,88.1,100,11/24/2024
E01294,VU0113,S002,Quiz: Cardiology ECG,19,20,2024-10-28
E00100,VU0009,S004,Quiz: Endocrine/DKA,17,20,2024-10-31
E01488,VU0128,S003,OSCE: Communication Station,90.3,100,11/01/24
E00643,VU0056,S013,Quiz: Acute Kidney Injury,37,,01/22/2025
E00581,VU0051,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-09-24
E01203,VU0105,S018,Facilitator Eval: Journal Club,7,9,01/27/2025
E00077,VU0007,S008,Quiz: Antimicrobial Stewardship,48,50,2025-03-18
E01732,VU0149,S004,Quiz: Endocrine/DKA,17,25,2025-04-10
E00626,VU0054,S010,Facilitator Eval: IP Rounds,8,9,2025-03-20
E01061,VU0092,S017,Quiz: Sepsis Bundles,42,50,2024-12-10
E00245,VU0021,S003,OSCE: Communication Station,92.2,100,2024-11-14
E00397,VU0034,S008,Quiz: Antimicrobial Stewardship,21,25,2025-01-16
E00700,VU0060,S014,Professionalism Attestation,P,,2024-10-12
E00793,VU0068,S010,Facilitator Eval: IP Rounds,6,9,03/28/2025
E00730,VU0062,S010,Facilitator Eval: IP Rounds,8,9,2024-09-21
E01749,VU0000,S005,Quiz: Heart Failure,18,25,2025-01-20
E00041,VU0004,S020,OSCE: Pre-Clerkship Capstone,83.6,100,1999-09-01
E00442,VU0038,S017,Quiz: Sepsis Bundles,25,25,2024-10-03
E01108,VU0097,S004,Quiz: Endocrine/DKA,19,25,2025-03-14
E00877,VU0076,S011,Quiz: Pulmonary Embolism,11,20,2024-12-30
E00639,VU0055,S013,Quiz: Acute Kidney Injury,43,50,03/18/25
E00369,VU0032,S004,Quiz: Endocrine/DKA,17,20,2025-04-03
E01378,VU0120,S015,Quiz: Nutrition,15,20,2025-04-17
E01231,VU0108,S004,Quiz: Endocrine/DKA,18,25,2025-01-08
E00135,VU0012,S006,Facilitator Eval: QI Project,9,9,2025-02-04
E00805,VU0070,S020,OSCE: Pre-Clerkship Capstone,85.6,100,2024-12-28
E01384,VU0120,S010,Facilitator Eval: IP Rounds,6,9,2025-03-13
E01724,VU0149,S002,Quiz: Cardiology ECG,14,20,2025-02-02
E00987,VU0086,S014,Professionalism Attestation,P,,2025-01-09
E00953,VU0083,S014,Professionalism Attestation,P,,12/28/2024
E00536,VU0047,S003,OSCE: Communication Station,64.6,100,10/06/2024
E00668,VU0058,S005,Quiz: Heart Failure,40,50,04/06/2025
E01491,VU0129,S018,Facilitator Eval: Journal Club,5,9,2025-02-04
E01657,VU0144,S002,Quiz: Cardiology ECG,32,50,2025-03-28
E01311,VU0114,S015,Quiz: Nutrition,50,,10/04/24
E00514,VU0045,S003,OSCE: Communication Station,78.9,100,11/08/2024
E00165,VU0014,S011,Quiz: Pulmonary Embolism,50,50,11/23/24
E00995,VU0086,S020,OSCE: Pre-Clerkship Capstone,77.1,100,2025-01-30
E01164,VU0102,S011,Quiz: Pulmonary Embolism,50,50,03/06/2025
E00145,VU0013,S007,Facilitator Eval: Clinical Reasoning,4,9,2025-01-26
E00670,VU0058,S018,Facilitator Eval: Journal Club,8,9,2024-11-04
E00698,VU0060,S005,Quiz: Heart Failure,41,50,03/03/2025
E01017,VU0088,S011,Quiz: Pulmonary Embolism,16,20,01/02/2025
E01604,VU0139,S004,Quiz: Endocrine/DKA,36,50,2024-10-02
E01333,VU0116,S011,Quiz: Pulmonary Embolism,20,20,2024-12-12
E01368,VU0119,S021,Quiz: Renal Replacement (RRT),34,50,2024-09-17
E01642,VU0142,S005,Quiz: Heart Failure,19,20,10/14/2024
E00976,VU0085,S020,OSCE: Pre-Clerkship Capstone,89.7,100,2024-09-28
E00096,VU0008,S018,Facilitator Eval: Journal Club,7,9,2024-11-04
E00641,VU0056,S020,OSCE: Pre-Clerkship Capstone,75.6,100,2024-10-25
E00907,VU0079,S011,Quiz: Pulmonary Embolism,18,25,12/22/2024
E01379,VU0120,S011,Quiz: Pulmonary Embolism,21,25,2025-01-22
E01323,VU0115,S020,OSCE: Pre-Clerkship Capstone,87.1,100,10/14/2024
E00699,VU0060,S001,Quiz: Renal Acid-Base,25,25,2025-01-02
E00156,VU0014,S008,Quiz: Antimicrobial Stewardship,20,25,02/12/25
E00166,VU0015,S014,Professionalism Attestation,P,,12/27/24
E00298,VU0026,S014,Professionalism Attestation,P,,2024-12-24
E00039,VU0004,S021,Quiz: Renal Replacement (RRT),33,,12/19/2024
E01527,VU0132,S006,Facilitator Eval: QI Project,8,9,2024-10-13
E01587,VU0137,S016,OSCE: Shared Decision-Making,79.8,100,2025-02-12
E00601,VU0052,S008,Quiz: Antimicrobial Stewardship,44,50,2025-02-06
E00489,VU0043,S014,Professionalism Attestation,P,,2024-09-24
E00392,VU0034,S006,Facilitator Eval: QI Project,7,9,04/09/2025
E01394,VU0121,S002,Quiz: Cardiology ECG,18,20,03/03/2025
E01711,VU0148,S005,Quiz: Heart Failure,42,50,2025-02-15
E01327,VU0115,S001,Quiz: Renal Acid-Base,18,25,2025-04-16
E01414,VU0123,S018,Facilitator Eval: Journal Club,8,9,2024-11-07
E00794,VU0069,S014,Professionalism Attestation,P,,2025-01-19
E00827,VU0072,S005,Quiz: Heart Failure,19,25,2024-09-05
E00515,VU0045,S004,Quiz: Endocrine/DKA,19,25,2024-12-23
E00104,VU0009,S021,Quiz: Renal Replacement (RRT),16,20,2024-11-05
E00516,VU0045,S006,Facilitator Eval: QI Project,7,9,2025-03-14
E00760,VU0065,S011,Quiz: Pulmonary Embolism,21,25,2024-11-23
E01438,VU0125,S013,Quiz: Acute Kidney Injury,17,20,2024-12-21
E01366,VU0119,S015,Quiz: Nutrition,20,,2025-04-28
E01483,VU0128,S001,Quiz: Renal Acid-Base,50,50,2025-03-08
E00200,VU0018,S015,Quiz: Nutrition,40,50,2025-04-20
E00266,VU0023,S005,Quiz: Heart Failure,13,20,2024-12-07
E01349,VU0117,S017,Quiz: Sepsis Bundles,23,25,2025-03-21
E00801,VU0069,S005,Quiz: Heart Failure,19,25,2025-02-11
E01038,VU0090,S011,Quiz: Pulmonary Embolism,24,25,11/13/24
E00400,VU0034,S003,OSCE: Communication Station,77.2,100,2025-04-02
E01612,VU0139,S010,Facilitator Eval: IP Rounds,7,9,2024-11-27
E00816,VU0071,S016,OSCE: Shared Decision-Making,93.6,100,2025-03-22
E00579,VU0051,S021,Quiz: Renal Replacement (RRT),15,20,2024-10-06
E00731,VU0062,S016,OSCE: Shared Decision-Making,73.8,100,04/27/25
E00018,VU0002,S002,Quiz: Cardiology ECG,20,20,2025-01-17
E00633,VU0055,S018,Facilitator Eval: Journal Club,4,9,10/21/2024
E00191,VU0017,S001,Quiz: Renal Acid-Base,25,50,2025-03-25
E00645,VU0056,S021,Quiz: Renal Replacement (RRT),18,25,2024-09-11
E00099,VU0009,S020,OSCE: Pre-Clerkship Capstone,92.0,100,2025-04-27
E01383,VU0120,S007,Facilitator Eval: Clinical Reasoning,4,9,12/22/2024
E00991,VU0086,S017,Quiz: Sepsis Bundles,18,25,2025-01-19
E01557,VU0134,S011,Quiz: Pulmonary Embolism,13,20,2024-12-08
E01270,VU0111,S014,Professionalism Attestation,P,,2025-01-29
E01518,VU0131,S004,Quiz: Endocrine/DKA,21,25,2024-10-21
E00493,VU0043,S005,Quiz: Heart Failure,50,50,2024-09-22
E00067,VU0006,S014,Professionalism Attestation,P,,2024-11-20
E01450,VU0126,S014,Professionalism Attestation,P,,2025-04-05
E01301,VU0113,S001,Quiz: Renal Acid-Base,15,20,2025-03-11
E00634,VU0055,S005,Quiz: Heart Failure,35,50,2024-11-15
E01369,VU0119,S014,Professionalism Attestation,P,,2025-04-29
E01161,VU0102,S021,Quiz: Renal Replacement (RRT),24,25,2025-04-21
E00134,VU0012,S001,Quiz: Renal Acid-Base,16,20,12/09/24
E00219,VU0019,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-10-11
E01305,VU0114,S004,Quiz: Endocrine/DKA,35,50,2024-12-11
E01227,VU0107,S015,Quiz: Nutrition,17,20,2025-04-09
E00491,VU0043,S008,Quiz: Antimicrobial Stewardship,20,25,2024-09-12
E00058,VU0005,S013,Quiz: Acute Kidney Injury,42,50,2025-02-06
E00688,VU0059,S008,Quiz: Antimicrobial Stewardship,16,20,02/16/2025
E01696,VU0146,S006,Facilitator Eval: QI Project,6,9,2024-12-19
E00160,VU0014,S015,Quiz: Nutrition,22,25,11/21/2024
E00214,VU0019,S006,Facilitator Eval: QI Project,7,9,10/18/24
E01652,VU0143,S002,Quiz: Cardiology ECG,17,25,2025-03-14
E00553,VU0048,S013,Quiz: Acute Kidney Injury,19,25,2025-02-10
E00399,VU0034,S013,Quiz: Acute Kidney Injury,50,50,2025-01-16
E01180,VU0103,S007,Facilitator Eval: Clinical Reasoning,5,9,04/22/25
E00761,VU0065,S010,Facilitator Eval: IP Rounds,6,9,2025-02-04
E00112,VU0010,S008,Quiz: Antimicrobial Stewardship,16,20,2025-03-21
E00338,VU0029,S008,Quiz: Antimicrobial Stewardship,17,25,2025-02-11
E00780,VU0067,S016,OSCE: Shared Decision-Making,77.1,100,01/12/25
E00830,VU0072,S013,Quiz: Acute Kidney Injury,39,50,2025-03-16
E00642,VU0056,S015,Quiz: Nutrition,19,20,2024-11-24
E00978,VU0085,S015,Quiz: Nutrition,37,50,2025-02-24
E00960,VU0083,S018,Facilitator Eval: Journal Club,5,9,2025-04-08
E00159,VU0014,S006,Facilitator Eval: QI Project,9,9,2025-02-03
E01417,VU0123,S008,Quiz: Antimicrobial Stewardship,23,25,2024-10-03
E00804,VU0069,S007,Facilitator Eval: Clinical Reasoning,8,9,10/03/2024
E00449,VU0039,S020,OSCE: Pre-Clerkship Capstone,74.9,100,12/07/2024
E01136,VU0099,S018,Facilitator Eval: Journal Club,5,9,2025-04-15
E01407,VU0122,S020,OSCE: Pre-Clerkship Capstone,76.1,100,2024-10-02
E00434,VU0037,S020,OSCE: Pre-Clerkship Capstone,90.8,100,2025-02-28
E00257,VU0022,S003,OSCE: Communication Station,64.0,100,2025-02-19
E01132,VU0099,S014,Professionalism Attestation,P,,12/30/2024
E01069,VU0093,S013,Quiz: Acute Kidney Injury,38,50,2025-04-18
E00189,VU0017,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-01-15
E01405,VU0122,S013,Quiz: Acute Kidney Injury,21,25,2024-11-06
E00322,VU0028,S011,Quiz: Pulmonary Embolism,20,25,2025-01-26
E01739,VU0150,S003,OSCE: Communication Station,100,100,03/03/2025
E00466,VU0041,S015,Quiz: Nutrition,13,25,02/27/25
E00627,VU0054,S008,Quiz: Antimicrobial Stewardship,18,25,2024-09-09
E01610,VU0139,S011,Quiz: Pulmonary Embolism,19,,2024-09-11
E00529,VU0046,S003,OSCE: Communication Station,76.1,100,03/02/25
E00931,VU0081,S020,OSCE: Pre-Clerkship Capstone,86.9,100,03/29/2025
E00868,VU0075,S004,Quiz: Endocrine/DKA,15,25,2025-01-02
E00812,VU0070,S021,Quiz: Renal Replacement (RRT),16,20,11/19/24
E00023,VU0002,S014,Professionalism Attestation,,,2025-01-07
E01629,VU0141,S020,OSCE: Pre-Clerkship Capstone,81.8,100,2024-10-12
E01031,VU0089,S017,Quiz: Sepsis Bundles,45,50,2025-03-26
E00356,VU0031,S010,Facilitator Eval: IP Rounds,7,9,2025-01-15
E00066,VU0006,S018,Facilitator Eval: Journal Club,4,9,2025-02-07
E01441,VU0125,S006,Facilitator Eval: QI Project,7,9,2025-03-16
E00320,VU0028,S020,OSCE: Pre-Clerkship Capstone,87.4,100,2025-03-23
E00228,VU0020,S011,Quiz: Pulmonary Embolism,29,50,2024-12-26
E01210,VU0106,S003,OSCE: Communication Station,85.9,100,2025-04-04
E01275,VU0111,S004,Quiz: Endocrine/DKA,30,50,09/09/2024
E01578,VU0136,S005,Quiz: Heart Failure,35,50,2025-02-11
E00691,VU0059,S001,Quiz: Renal Acid-Base,15,25,01/11/25
